VOR INNOVATIONS,5.0 out of 5 stars,"
Great
","Reviewed in the United States on September 9, 2015"
Product lover,5.0 out of 5 stars,"
my favorite book ever, only read it if you're willing to apply the principles inside.
","Reviewed in the United States on August 7, 2017"
Jalai,5.0 out of 5 stars,"
one of the best books of all time must read for thinkers and people who want to get somewhere in life
","Reviewed in the United States on March 12, 2013"
Blaine Franklin,5.0 out of 5 stars,"
Great read!
","Reviewed in the United States on April 4, 2015"
Patricia Hester,4.0 out of 5 stars,"
I bought this book because I am the only female working in an environment of men -- most commonly thirty-five to sixty men and most of them under the age of forty.  The environment can be empathic or hostile and can change its face at any given moment. Having deciphered those moments of change as moments of power grabs or diversions, I decided that I needed to understand how and why power is obtained.The 48 Laws of Power did help me understand how power can be obtained and did give me some defensive mechanisms to thwart unnecessary anxiety when struggles occur.  The divisive thought that arose for me while reading the book was the manipulative role of women in power. Can we really lose power by not showing enough love?  Can we be as aggressive as men in seeking power without making us more vulnerable?  Must we do without friends in such an environment?I agreed with the concepts of concealment, saying less than necessary, guarding reputations,not offending the wrong person, assuming formlessness, etc. However, in my work environment it is impossible to avoid the unlucky, use bait to get people to come to me, use generosity to disarm my victims, use absence to increase respect and honor,not build fortresses to protect myself, not offend the wrong person, play the perfect courtier,keep my hands clean, create a cultlike following, plan all the way to the end, or create compelling spectacles.I don't believe I could use many of the laws in daily practice, but the book did help me understand those who do and did increase my understanding of power brokers in a difficult environment.
","Reviewed in the United States on January 2, 2011"
Robert Doc Barham,4.0 out of 5 stars,"
You have lots of ideas about what POWER IS. Most of your ideas are probably wrong. It's not your fault. The news shows clearly 99% of people AREN'T powerful. Why? One big reason: a lack of readily available knowledge on the subject. Type POWER into Amazon search and you'll find a only handful of books on the subject, most of them mediocre. Same goes for the Internet. Don't you find that odd?People are only as good at something as they have learned and applied in their life. This holds true for everything, including power.The 48 Laws Of Power is one of the best books on the topic: Well thought out, well written, and well packaged. The formula is the same for Robert Greene's other books, as well.It's a big book with lots to digest and worth it. Best read one chapter per sitting. Then take some time away to reflect. That kind of a good book.I've read A LOT of books on the subject of Power. To save you time and money, here's a variety of other goods books on power: Power vs Force by David Hawkins, The Prince by Machiavelli, Art Of War by Sun Tze, On War by Carl von Clausewitz, Knowledge/Power by Foucault, Art Of Power by Thich Nhat Hanh, Anatomy Of Power by John Kenneth Galbraith, Secrets Of Power vol 1 & 2 by Ingo Swann, and Power by Jeffrey Pfeffer. These titles run the gamut from Spirituality to War to Government and Office Politics to Philosophy and more.What's missing from all these books? This: Power is different at every level of human development. What's needed is the additional  understanding that transformation plays in power. I coach clients daily in mastering their own power. When they learn about power they use what they have better and more wisely. They acquire more power while staying a ""good guy"". Most everyone both craves and fears power. As a result, they lack true power. They crave power because deep inside they feel powerless and a need to control others OR they fear power from a concern of abusing it. All this is learned in childhood and needs to be re-learned in an intelligent and healthy way in adulthood because power is at the core of everyone of us. It drives everything we do and we all need more of YOU.48 Laws Of Power is a solid read to help you understand both the strengths and possible consequences of many different kinds of power and power plays. Combine it with the previous titles and you'll possess a quality section in your library on Power. Hope this helps. Enjoy!
","Reviewed in the United States on October 30, 2011"
Tyrae Parker,5.0 out of 5 stars,"
Very good
","Reviewed in the United States on April 15, 2015"
Nicki,1.0 out of 5 stars,"
hated the small fonts. this book is super boring to read because there’s so much old centuries stories telling. i wish i can return this book.
","Reviewed in the United States on August 8, 2021"
RAIDERNATION,5.0 out of 5 stars,"
LOOOOVE this book
","Reviewed in the United States on December 24, 2015"
David,5.0 out of 5 stars,"
book came in great condition,
","Reviewed in the United States on May 9, 2016"
Russ,5.0 out of 5 stars,"
Next to the Bible, probably the best book ever written.
","Reviewed in the United States on January 5, 2018"
